language;question;answer
arb_Arab;سؤال: ليا كانت لديها 32 قطعة شوكولاتة وأختها كانت لديها 42 قطعة إذا أكلوا 35 قطعة كم قطعة تبقى لهم؟ ;الإجابة خطوة بخطوة: ليا كان لديها 32 قطعة شوكولاتة وأخت ليا كان لديها 42 قطعة هذا يعني أنه كان هناك 32 + 42 = 74 قطعة شوكولاتة 35 تم أكلها اذاً في المجموع لديهم 74 - 35 = 39 قطعة شوكولاتة الجواب هو 39. 
arb_Arab;سؤال: (شون) لديه خمس ألعاب في عيد الميلاد، حصل على لعبة من كل من والديه كم عدد الألعاب التي لديه الآن؟ ;الإجابة خطوة بخطوة: لديه 5 ألعاب. حصل على 2 من أمي، لذلك بعد ذلك لديه 5 + 2 = 7 ألعاب. ثم حصل على اثنين آخرين من أبي، لذلك في المجموع لديه 7 + 2 = 9 ألعاب. الجواب هو 9 
arb_Arab;سؤال: (مايكل) كان لديه 58 كرة جولف يوم الثلاثاء، فقد 23 كرة غولف. يوم الأربعاء، فقد اثنين آخرين. كم كرة غولف كان لديه في نهاية يوم الأربعاء؟ ;الجواب خطوة بخطوة: بدأ مايكل بـ 58 كرة غولف وفقد 23 كرة، لذا لديه 58 - 23 = 35. بعد أن خسر 2 كرات أخرى، لديه 35 - 2 = 33 كرة الآن. الجواب هو 33. 
arb_Arab;سؤال: (أوليفيا) لديها 23 دولار لقد اشترت خمس كعك بـ3 دولارات لكل واحدة كم من المال بقي لديها؟ ;الجواب: 5 كعك بـ 3 دولارات كل واحدة يجب أن تكلف 5 * 3 = 15 دولاراً. اوليفيا كانت لديها 23 دولار في البداية، لذلك الآن لديها 23 - 15 = 8 دولار متبقية. الجواب هو 8. 
arb_Arab;سؤال: (جيسون) كان لديه 20 حلويّة لقد أعطى (ديني) بعض الحلوى الآن جيسون لديه 12 حلويات. كم من المصاصات أعطى جيسون لدنّي؟ ;الجواب التفصيلي: بدأ جيسون مع 20 حلويات، ولكن الآن لديه 12 فقط، لذلك أعطى ديني 20 - 12 = 8 حلويات. الجواب هو 8. 
arb_Arab;سؤال: إذا كان هناك 3 سيارات في موقف السيارات و 2 سيارات أخرى تصل، كم عدد السيارات في موقف السيارات؟ ;الإجابة خطوة بخطوة: هناك 3 سيارات في البداية، وصلت 2 أخرى، لذلك الآن يجب أن يكون هناك 3 + 2 = 5 سيارات. الجواب هو 5 
ban_Latn;Pitakén: Roger madué 5 bola ténis. Ida numbas malih kalih kaleng bola tenis. Sabilang kaleng madaging 3 bal tenis. Makudang-kudang bola tenis sané mangkin? ;Roger ngawit antuk limang bola. 2 kaleng 3 bola tenis soang-soang inggih punika 6 bola tenis. 5 tambah 6 polih 11. Panyawisnyané inggih punika 11. 
ban_Latn;Pitaken: Wenten sia komputer ring ruang server. Lima komputer kainstal nyabran rahina, saking senin ngantos kamis. Kantos komputer sané mangkin ring ruang server? ;Jawab selanturnyane: Wenten petang rahina saking rahina Senin ngantos rahina Kamis. 5 komputer kawewehin nyabran rahina. Tegesnyané, akéhnyané 4 * 5 = 20 komputer sané kawewehin. Ring pangawitnyané wénten 9 komputer, mangkin wénten 9 + 20 = 29 komputer. Panyawisnyané inggih punika 29. 
ban_Latn;Pitakén: Leah madué 32 coklat miwah semetonnyané madué 42. Yening ipun nunas 35, akuda sisan sisané? ;Jawaban Lengkap: Leah madué 32 coklat miwah nyama luh Leah madué 42. Punika maartos ring kawitan wénten 32 + 42 = 74 coklat. 35 sampun kajengang. Dadosne, ipun kantun madue 74 - 35 = 39 coklat. Panyawisnyané inggih punika 39. 
ban_Latn;Pitakén: Shawn madué lima mainan. Ring rahina Natal, ia polih kalih dolanan saking meme lan bapane soang-soang. Makudang-kudang dolanan sané mangkin sampun kapolihang? ;Bali: Ipun madue lima geginan. Ia polih 2 saking meme, lantas ia ngelah 5+2=7 dolanan. Raris ia polih 2 lelian buin uli bapané, dadosnyané 7+2=9 dolanan. Panyawisnyané inggih punika sia. 
ban_Latn;Pitakén: Michael madué 58 bola golf. Ring rahina Selasa, dané kélangan 23 bola golf. Ring rahina Redite, ipun malih kélangan kakalih. Ring rahina Redite, kudang balé golf sané sampun wénten ring tangannyané? ;Michael ngawit antuk 58 bal golf lan ilang 23, dadosne ia madue 58 - 23 = 35. Sasampuné ipun kaicalang malih kalih, ipun mangkin madué 35 - 2 = 33 bola. Panyawisnyané inggih punika 33. 
ban_Latn;Pitakén: Olivia madué jinah 23 dolar. Dané numbas lima bungkul ring $3 soang-soang. Pira jinah ipuné sané kantun? ;Jawaban Lengkap: 5 bagel seharga $3 patutne 5 * 3 = 15 dolar. Olivia madue 23 dolar ring pangawitne, mawinan mangkin ia kari 23 - 15 = 8 dolar. Panyawisnyané inggih punika 8. 
ban_Latn;Pitakén: Jason madué 20 buah permen karet. Ida ngicen Denny makudang-kudang permen. Sane mangkin Jason sampun madue 12 buah permen karet. Pira suungé sané kaicénin olih Jason ring Denny? ;Jawabannya: Jason ngawitin antuk 20 buah permen karet, nanging mangkin ia tuah ngelah 12, lantas ia ngicen Denny 20 - 12 = 8 buah permen karet. Panyawisnyané inggih punika 8. 
ban_Latn;Pitaken: Yening wenten 3 mobil ring genah parkir miwah malih 2 mobil rauh, akuda akehne mobil ring genah parkir? ;Jawaban Lengkap: Ring pangawit wénten 3 mobil, malih 2 mobil rauh, dadosné mangkin patut wénten 3 + 2 = 5 mobil. Panyawisnyané inggih punika 5. 
bel_Cyrl;Пытанне: У Роджэра 5 тэнісных мячоў. Ён купляе яшчэ дзве банкі тэнісных мячоў. У кожнай банцы - 3 тэнісныя мячы. Колькі ў яго зараз тэнісных мячоў? ;Адказ крок за крокам: Роджэр пачаў з 5 шароў. 2 банкі з 3 тэніснымі мячамі, кожная з якіх складае 6 тэнісных мячоў. 5 плюс 6 раўноўвае 11. Адказ - 11. 
bel_Cyrl;Пытанне: У нумары для сервераў было 9 камп'ютараў. Штодня з панядзелка па чацвер усталёўваліся яшчэ пяць камп'ютараў. Колькі кампутараў ужо ў сервернай зале? ;Крок за крокам адказ: Ёсць 4 дні з панядзелка да чацвярга. Кожны дзень дадавалася 5 камп'ютараў. Гэта азначае, што ў агульнай складанасці 4 * 5 = 20 камп'ютараў былі дададзеныя. У пачатку было 9 камп'ютараў, а цяпер іх 9 + 20 = 29. Адказ - 29. 
bel_Cyrl;Пытанне: У Ліі было 32 шакаладкі, а ў яе сястры - 42. Калі яны з'елі 35, колькі кавалачкаў засталося ў агульнай складанасці? ;Крок за крокам Адказ: Лія была 32 шакаладкі і сястра Ліі было 42. Гэта азначае, што першапачаткова было 32 + 42 = 74 шакалада. 35 былі з'едзеныя. У агульнай складанасці ў іх яшчэ 74 - 35 = 39 шакаладаў. Адказ - 39. 
bel_Cyrl;Пытанне: У Шона пяць цацак. На Каляды ён атрымаў па дзве цацкі ад маці і бацькі. Колькі цацак у яго зараз? ;У яго 5 цацак. Ён атрымаў 2 ад мамы, а пасля гэтага ў яго 5 + 2 = 7 цацак. Тады ён атрымаў яшчэ 2 ад таты, так што ў агульнай складанасці ў яго 7 + 2 = 9 цацак. Адказ - 9. 
bel_Cyrl;Пытанне: У Майкла было 58 мячоў для гольфу. У аўторак ён згубіў 23 мячы для гольфа. У сераду ён страціў яшчэ дзве. Колькі мячоў для гольфа ў яго было ў канцы серады? ;Адказ крок за крокам: Майкл пачаў з 58 мячамі для гольфа і страціў 23, таму ў яго 58 - 23 = 35. Пасля таго, як ён страціў яшчэ два, у яго ёсць 35 - 2 = 33 шарыкі. Адказ - 33. 
bel_Cyrl;Пытанне: У Алівіі ёсць 23 даляры. Яна купіла пяць букетаў за 3 даляры за кавалак. Колькі ў яе грошай засталося? ;Адказ па кроку: 5 букетаў за 3 даляры кажны каштуе 5 * 3 = 15 даляраў. У Олівіі было 23 даляры ў пачатку, так што цяпер у яе засталося 23 - 15 = 8 даляраў. Адказ - восем. 
bel_Cyrl;"Пытанне: ""Джэйсан з'еў 20 ледзяшоў"". Ён даў Дэнні некаторыя ледзяшы. Цяпер у Джэйсана 12 ледзяшоў. Колькі ледзяшоў Джэйсан даў Дэнні? ";Адказ па кроку: у Джэйсана было 20 ледзяшоў, а цяпер у яго іх толькі 12, таму ён даў Дэнні 20 - 12 = 8 ледзяшоў. Адказ - восем. 
bel_Cyrl;Пытанне: Калі на стаянцы 3 машыны, і прыбываюць яшчэ 2, колькі машын на стаянцы? ;Адказ па кроку: У пачатку было 3 машыны, да іх далучаюцца яшчэ 2, так што цяпер павінна быць 3 + 2 = 5 машын. Адказ - 5. 
bod_Tibt;དྲི་བ། རོ་ཇེར་ལ་ཊེན་སིའི་རྩེད་ཐང་ལྔ་ཡོད། ཁོ་ལ་ཊེན་སི་བཱོལ་ཕོར་པ་གཉིས་ཉོས་པ་ཡིན། ཊེན་སི་བཱོལ་གསུམ་རེ་ཡོད། ཁོ་ལ་ད་ལྟ་ཊེན་སི་གྱི་རྩེད་ཕུག་ག་ཚོད་ཡོད། ;རིམ་བཞིན་གྱི་ལན་འདེབས། རོ་ཇར་གྱིས་རྩེད་འགྲན་ནང་རྩེད་ཕུག་ལྔ་ལས་འགོ་འཛུགས་བྱས་པ་ཡིན། ཊེན་སི་བཱོལ་ ༣ ཡོད་པའི་བུམ་པ་ ༢ རེ་ནི་ཊེན་སི་བཱོལ་ ༦ ཙམ་ཡིན། 5་6་=11ཡིན། ལན་ནི་ ༡༡ ཡིན། 
bod_Tibt;དྲི་བ། ཚད་འཛིན་ཁང་དུ་གློག་ཀླད་ ༩ ཡོད་པ་རེད། ཉིན་རེར་སྤྱི་ཚེས་ ༡ ནས་ ༤ བར་ཉིན་རེར་གློག་ཀླད་ལྔ་རེ་བཙུགས་ཀྱི་ཡོད། ད་ལྟའི་དྲ་ཚིགས་ནང་ ཊི་བི་ག་ཚོད་ཡོད། ;རིམ་བཞིན་ལན་འདེབས་ནི། གཟའ་སྤེན་ནས་སྤྱི་ཟླ་ ༤ བར་ཉིན་གྲངས་ ༤ ཡོད། ཉིན་རེར་གློག་ཀླད་ ༥ ལྷག་ཡོང་གི་འདུག ཚད་གཞི་འདི་ནི་ 4 * 5 = 20 ཙམ་ཡིན། ཐོག་མར་གློག་ཀླད་ ༩ ཡོད་ཅིང་། ད་ལྟ་གློག་ཀླད་ ༩ + ༢༠ = ༢༩ ཡིན། ལན་ནི་ ༢༩ ཡིན་ 
bod_Tibt;དྲི་བ། ལི་ཨཱ་ལ་ཇོ་ཁོག་ལེ་ཊི་ ༣༢ དང་མོའི་སྲིང་མོ་ལ་ཇོ་ཁོག་ལེ་ཊི་ ༤༢ ཡོད་པ་རེད། གལ་ཏེ་ཁོ་ཚོས་ ༣༥ ཟས་ཡོད་ན། ཁོ་ཚོར་བསྡོམས་ནས་དུམ་བུ་ག་ཚོད་ལྷག་ཡོད། ;རིམ་བཞིན་གྱི་ལན་འདེབས། ལེ་ཨཱ་ལ་ཊི་ཊི་ ༣༢ དང་ལེ་ཨཱ་ཡི་སྲིང་མོ་ལ་ཊི་ཊི་ཊི་ ༤༢ ཡོད་པ་རེད། དེས་ན་ཐོག་མར་ 32 + 42 = 74 ཡི་ཀོ་ལ་ཊི་ཡོད་ཟེར། ༣༥ ཟས་ཡོད་འདུག ཚང་མིས་ 74 - 35 = 39 པོ་ཡོད། ལན་ནི་ 39ཡིན། 
bod_Tibt;དྲི་བ། ཤ་ཝན་ལ་བུ་མོའི་ཡོ་བྱད་ལྔ་ཡོད། ཁོང་རང་གི་ཨ་མ་དང་ཨ་ཕས་ཁོང་རེ་ལ་དགེ་བཤེས་གཉིས་རེ་སྤྲད་པ་རེད། ཁོ་ལ་ད་ལྟ་ཡང་བུཚ་ག་ཚོད་ཡོད། ;རིམ་བཞིན་གྱི་ལན་འདེབས། ཁོ་ལ་བེའུ་ལྔ་ཡོད། ཁོ་ལ་ཨ་མ་ནས་ཆ་ཤས་གཉིས་ཐོབ་ཡོད་ལ། དེའི་རྗེས་ལ་ཆ་ཤས་ལྔ་དང་ཆ་ཤས་གཉིས་ཡོད་ལ། དེའི་རྗེས་ལ་ཆ་ཤས་བདུན་ཐོབ་ཡོད། དེ་ནས་ཕ་ནས་ད་དུང་གཉིས་ཐོབ་པས་ཆ་སྙོམས་ལ་ཁོང་ལ་ 7 + 2 = 9 ཡི་བུ་ལ་ཡོད། ལན་ནི་ ༩ ཡིན། 
bod_Tibt;དྲི་བ། མའི་ཀེལ་ལ་གྷོལ་ཕའི་རྩེད་མོ་ ༥༨ ཡོད་དོ། གཟའ་འཁོར་ཉིན། ཁོ་ལ་གཱོལ་ཕའི་གཱོལ་ཕོར་ ༢༣ ཤོར་སོང་། གཟའ་འཁོར་གཉིས་པར་ཡང་ཁོང་གཉིས་ཤི་སོང་། གཟའ་འཁོར་མཇུག་ཏུ་ཁོང་ལ་གྷོལ་ཕའི་རྩེད་མོ་ག་ཚོད་ཡོད་དམ་ ;རིམ་བཞིན་གྱི་ལན་འདེབས། མའི་ཀེལ་གྱིས་གཱོལ་ཕའི་རྩེད་ཐང་ ༥༨ ཡོད་པ་ནས་འགོ་འཛུགས་པ་དང་། ༢༣ ཤོར་སོང་། དེར་བརྟེན་ཁོང་གི་ནང་ལ་ ༥༨ - ༢༣ = ༣༥ ཡོད་དོ། ཁོ་ལ་ཡང་བསྐྱར་ 2 ཡི་ཐོབ་ཐང་ཤོར་སོང་། ཁོ་ལ་ 35 - 2 = 33 ཡི་ཐོབ་ཐང་ཡོད། ལན་ནི་ ༣༣ ཡིན། 
bod_Tibt;དྲི་བ། ཨོ་ལི་ཝི་ཡ་ལ་ཨ་སྒོར་ ༢༣ ཡོད། མོ་གིས་བག་ལེབ་ལྔ་རེ་རེ་སྒོར་ ༣ འབུལ་ནས་ཉོས་པ་ཡིན། མོ་ལ་དངུལ་ག་ཚོད་ལྷག་ཡོད། ;རིམ་བཞིན་གྱི་ལན་འདེབས། 5 པོ་གྷལ་རེ་ལ་ 3$ འབུལ་ན། 5*3=15$ འབུལ་དགོས། ཐོག་མར་ཨོ་ལི་ཝི་ཡ་ལ་ཨ་སྒོར་ ༢༣ ཡོད་པས་ད་ལྟ་མོ་ལ་ཨ་སྒོར་ ༢༣ - ༡༥ = ༨ ལྷག་ཡོད། ལན་ནི་ ༨ ཡིན། 
bod_Tibt;དྲི་བ། ཇེ་སོན་ལ་ལིག་ལིག་ ༢༠ ཡོད་པ་རེད། ཁོས་དྷེན་ནིས་ལ་ལིལ་པོབ་ (lollipops) ཤིག་སྤྲད་བྱུང་། ད་ཆ་ཇེ་སོན་ལ་སོ་ལི་པོབ་ ༡༢ ཡོད་དོ། ཇེ་སོན་གྱིས་ཌེན་ནིས་ལ་ལི་པོབ་ག་ཚོད་སྤྲད་ཡོད་དམ་ ;རིམ་བཞིན་གྱི་ལན་འདེབས། ཡེ་སོན་ལ་ཐོག་མར་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་པ་གོམ་ ལན་ནི་ ༨ ཡིན། 
bod_Tibt;དྲི་བ། སྣུམ་འཁོར་བཞག་སའི་ས་ཁོངས་ནང་ སྣུམ་འཁོར་༣ ཡོད་པ་དང་ སྣུམ་འཁོར་གཞན་༢ ལྷག་འོང་ན། སྣུམ་འཁོར་བཞག་སའི་ས་ཁོངས་ནང་ སྣུམ་འཁོར་ག་ཚོད་ཡོད་དམ་ ;རིམ་བཞིན་གྱི་ལན་འདེབས། ཐོག་མར་འཁོར་ལོ་གསུམ་ཡོད་ལ། ད་དུང་འཁོར་ལོ་གཉིས་ཡོང་གི་རེད། ད་ཆ་འཁོར་ལོ་གསུམ་དང་གཉིས་བསྡོམས་ལྔ་ཡོད་དགོས། ལན་ནི་ ༥ ཡིན། 
bos_Latn;Pitanje: Roger ima 5 teniskih loptica. Kupio je još 2 konzerve teniske loptice. Svaka limenka ima 3 teniske loptice. Koliko tenis loptica ima sada? ;Odgovor korak po korak: Roger je počeo sa 5 loptica. 2 konzerve od 3 teniske loptice, svaka je 6 teniske loptice. 5 + 6 je 11. Odgovor je 11. 
bos_Latn;Pitanje: Bilo je devet računara u server sobi. Još pet računara je postavljeno svakog dana, od ponedjeljka do četvrtka. Koliko je računara u server sobi? ;Odgovor korak po korak: Od ponedjeljka do četvrtka ima 4 dana. Pet kompjutera je dodato svaki dan. To znači da je ukupno 4 * 5 = 20 kompjutera dodato. U početku je bilo 9 računara, pa sada ima 9 + 20 = 29 računara. Odgovor je 29. 
bos_Latn;Pitanje: Lea je imala 32 čokolade, a njena sestra 42. Ako su pojeli 35, koliko komada im je ostalo? ;Reakcija: Lea je imala 32 čokolade, a Lejina sestra 42. To znači da je prvobitno bilo 32 + 42 = 74 čokolade. 35 je pojedeno. Dakle, ukupno imaju 74 minus 35 = 39 čokolada. Odgovor je 39. 
bos_Latn;-Shawn ima pet igračaka. Za Božić je dobio po dvije igračke od svoje mame i tate. Koliko igračaka sada ima? ;Odgovor korak po korak: On ima 5 igračaka. Dobio je 2 od mame, pa nakon toga ima 5 + 2 = 7 igračaka. Onda je dobio još 2 od tate, tako da ukupno ima 7 + 2 = 9 igračaka. Odgovor je 9. 
bos_Latn;Pitanje: U utorak je izgubio 23 loptice za golf. U srijedu je izgubio još dva. Koliko je loptica za golf imao na kraju srijede? ;Michael je počeo sa 58 loptica za golf i izgubio 23, pa ima 58 - 23 = 35. Nakon što je izgubio još dva, sada ima 35 - 2 = 33 loptice. Odgovor je 33. 
bos_Latn;Pitanje: Kupila je pet peciva po tri dolara. Koliko joj je para ostalo? ;Odgovor: 5 peciva po 3 dolara, svaki bi trebao da košta 5 puta 3 = 15 dolara. Olivia je imala 23 dolara na početku, tako da joj je sada ostalo 23 minus 15 = 8 dolara. Odgovor je 8. 
bos_Latn;Pitanje: Jason je imao 20 lizalica. Dao je Dennyju neki lizalice. Sada Jason ima 12 lizalica. Koliko je lizalica Jason dao Dennyju? ;Jason je počeo sa 20 lizalica, ali sada ima samo 12, pa je Dennyju dao 20 - 12 = 8 lizalica. Odgovor je 8. 
bos_Latn;Pitanje: Ako su 3 automobila na parkingu i još 2 automobila stižu, koliko je automobila na parkingu? ;Odgovor korak po korak: Na početku su bila 3 kola, stiglo je još 2, pa sada bi trebalo da bude 3 + 2 = 5 kola. Odgovor je 5. 
bul_Cyrl;Въпрос: Роджър има 5 тенис топки. Купува още 2 кутии с тенис топки. Всяка кутия има 3 тенис топки. Колко топки за тенис има сега? ;Отговор: Роджър започна с 5 топки. 2 кутии с 3 тенис топки всяка е 6 тенис топки. 5+6=11. Отговорът е 11. 
bul_Cyrl;Въпрос: Имаше девет компютъра в сървърната стая. Всеки ден, от понеделник до четвъртък, се монтираха още пет компютъра. Колко компютъра има в сървърната стая? ;Отговор: От понеделник до четвъртък има 4 дни. Всеки ден се добавяха 5 компютъра. Това означава, че общо 4 * 5 = 20 компютъра са били добавени. В началото имаше 9 компютъра, така че сега има 9 + 20 = 29 компютъра. Отговорът е 29. 
bul_Cyrl;Въпрос: Лия имаше 32 шоколада, а сестра й 42. Ако са изяли 35, колко парчета са им останали? ;Отговор: Лия имаше 32 шоколада, а сестра й 42. Това означава, че първоначално има 32 + 42 = 74 шоколада. 35 са били изядени. Така че в общия брой те все още имат 74 - 35 = 39 шоколада. Отговорът е 39. 
bul_Cyrl;Въпрос: Шон има пет играчки. За Коледа, той получи по две играчки от майка си и баща си. Колко играчки има сега? ;Отговор: Той има 5 играчки. Той получи 2 от мама, така че след това той има 5 + 2 = 7 играчки. След това той получи още 2 от татко, така че общо има 7 + 2 = 9 играчки. Отговорът е 9. 
bul_Cyrl;Въпрос: Майкъл имаше 58 топки за голф. Във вторник е загубил 23 топки за голф. В сряда е загубил още двама. Колко топки за голф имаше в края на сряда? ;Отговор: Майкъл започнал с 58 топки за голф и загубил 23, така че има 58 - 23 = 35. След като загуби още две, сега има 35 - 2 = 33 топки. Отговорът е 33. 
bul_Cyrl;Въпрос: Оливия има 23 долара. Купи пет булета за по 3 долара. Колко пари й останаха? ;Отговор: 5 геврека за 3 долара трябва да струват 5 * 3 = 15 долара. Оливия имаше 23 долара в началото, така че сега й остават 23 - 15 = 8 долара. Отговорът е 8. 
bul_Cyrl;Въпрос: Джейсън имаше 20 леденца. Даде на Дени леденца. Сега Джейсън има 12 леденца. Колко леденца даде Джейсън на Дени? ;Отговор: Джейсън започнал с 20 леденца, но сега имал само 12, така че дал на Дени 20 - 12 = 8 леденца. Отговорът е 8. 
bul_Cyrl;Въпрос: Ако има 3 коли на паркинга и още 2 коли пристигат, колко коли има на паркинга? ;Отговор: В началото има 3 коли, а след това пристигат още 2, така че сега трябва да има 3 + 2 = 5 коли. Отговорът е 5. 
ces_Latn;Otázka: Roger má 5 tenisových míčků. Koupil si další dvě plechovky tenisových míčků. Každá plechovka má 3 tenisové míčky. Kolik tenisových míčků má teď? ;Krok za krokem: Roger začal s pěti míči. 2 plechovky 3 tenisových míčků každá je 6 tenisových míčků. 5 plus 6 je 11. Odpověď je 11. 
ces_Latn;Otázka: V serverové místnosti bylo devět počítačů. Každý den od pondělí do čtvrtka bylo nainstalováno dalších pět počítačů. Kolik počítačů je teď v serverové místnosti? ;Odpověď krok za krokem: Od pondělí do čtvrtka jsou 4 dny. Každý den se přidalo 5 počítačů. To znamená, že celkem 4 krát 5 = 20 počítačů bylo přidáno. Na začátku bylo 9 počítačů, takže teď je 9 plus 20 = 29 počítačů. Odpověď je 29. 
ces_Latn;Otázka: Leah měla 32 čokolád a její sestra 42. Pokud snědli 35, kolik kusů jim zbylo? ;Odpověď krok za krokem: Leah měla 32 čokolád a Leahina sestra 42. To znamená, že původně bylo 32 + 42 = 74 čokolád. 35 jich bylo snězeno. Takže celkově máme 74 mínus 35 = 39 čokolád. Odpověď je 39. 
ces_Latn;Otázka: Shawn má pět hraček. Na Vánoce dostal od mámy a táty po dvou hračkách. Kolik hraček má teď? ;Odpověď krok za krokem: Má 5 hraček. Má 2 od mámy, takže potom má 5 + 2 = 7 hraček. Pak dostal další dvě od táty, takže celkově má 7 + 2 = 9 hraček. Odpověď je 9. 
ces_Latn;Otázka: Michael měl 58 golfových míčků. V úterý ztratil 23 golfových míčků. Ve středu ztratil další dva. Kolik míčků pro golf měl na konci středy? ;Krok za krokem: Michael začal s 58 golfovými míči a ztratil 23, takže má 58 - 23 = 35. Když ztratil další dvě, má 35 - 2 = 33 koulí. Odpověď je 33. 
ces_Latn;Otázka: Koupila pět bagelů za 3 dolary za kus. Kolik jí zbývá peněz? ;Odpověď krok za krokem: 5 bagelů za 3 dolary by mělo stát 5 krát 3 = 15 dolarů. Olivia měla na začátku 23 dolarů, takže jí teď zbývá 23 - 15 = 8 dolarů. Odpověď je 8. 
ces_Latn;Otázka: Jason měl 20 lízátek. Dal Dennymu lízátka. Jason má teď 12 lízátek. Kolik lízátek dal Jason Dennymu? ;Odpověď krok za krokem: Jason začal s 20 lízátkami, ale teď jich má jen 12, takže dal Dennymu 20 - 12 = 8 lízátek. Odpověď je 8. 
ces_Latn;Otázka: Pokud jsou na parkovišti 3 auta a přijedou další 2 auta, kolik aut je na parkovišti? ;Odpověď krok za krokem: Na začátku jsou 3 auta, přijdou další 2, takže teď by mělo být 3 + 2 = 5 aut. Odpověď je 5. 
cat_Latn;Pregunta: Roger té 5 boles de tennis. Compra 2 botigues més de boles de tennis. Cada llauna té 3 boles de tennis. Quantes boles de tennis té ara? ;Resposta Pas a Pas: Roger va començar amb 5 boles. 2 llaunes de 3 boles de tennis cadascuna són 6 boles de tennis. 5 + 6 = 11. La resposta és 11. 
