एक नए कार्यक्रम में पहले महीने में 60 डाउनलोड थे।दूसरे महीने में डाउनलोड की संख्या पहले महीने में डाउनलोड के रूप में तीन गुना थी, लेकिन फिर तीसरे महीने में 30% कम हो गई।तीन महीनों में कार्यक्रम के कितने डाउनलोड थे?	366
टौला बेकरी में गए और विभिन्न प्रकार के पेस्ट्री खरीदे।उसने 3 दर्जन डोनट्स खरीदे, जिसकी कीमत $ 68 प्रति दर्जन, 2 दर्जन मिनी कपकेक थी, जिसकी कीमत $ 80 प्रति दर्जन, और 6 दर्जन मिनी चीज़केक $ 55 प्रति दर्जन के लिए।कुल लागत कितनी थी?	694
कार्लोस एक नींबू का पेड़ लगा रहा है।पेड़ को लगाने के लिए $ 90 का खर्च आएगा।हर साल यह 7 नींबू बढ़ेगा, जिसे वह $ 1.5 प्रत्येक के लिए बेच सकता है।पेड़ को पानी और खिलाने के लिए प्रति वर्ष $ 3 खर्च होता है।नींबू के पेड़ पर पैसा कमाने से पहले कितने साल लगेंगे?	13
मेलानी एक डोर-टू-डोर सेल्सवूमन है।उसने ग्रीन हाउस में अपने वैक्यूम क्लीनर का एक तिहाई बेच दिया, 2 और रेड हाउस में, और ऑरेंज हाउस में जो कुछ बचा था, उसका आधा हिस्सा।यदि मेलानी के पास 5 वैक्यूम क्लीनर बचे हैं, तो वह कितने के साथ शुरू हुई?	18
20 छात्रों की एक नृत्य वर्ग में, 20% ने समकालीन नृत्य में नामांकित किया, शेष शेष के 25% जैज़ नृत्य में नामांकित, और बाकी ने हिप-हॉप नृत्य में नामांकित किया।हिप-हॉप नृत्य में नामांकित पूरे छात्रों के कितने प्रतिशत थे?	60
एक व्यापारी 2 खरीद योजनाओं के बीच खरीद का विकल्प बनाना चाहता है: $ 5,000 के गहने या $ 8,000 के इलेक्ट्रॉनिक गैजेट्स।उनके वित्तीय सलाहकार का अनुमान है कि गहने बाजार 2.5% बढ़ जाएगा जबकि इलेक्ट्रॉनिक गैजेट्स बाजार उसी महीने के भीतर 1.2% बढ़ जाएगा।यदि व्यापारी इस महीने के अंत में एक विकल्प बनाकर लाभ को अधिकतम करना चाहता है, तो यह कितना लाभ होगा?	125
दो ट्रेनें एक ही समय में सैन राफेल छोड़ देती हैं।वे पश्चिम की ओर यात्रा करना शुरू करते हैं, दोनों 80 मील की यात्रा करते हैं।अगले दिन, वे उत्तर की ओर यात्रा करते हैं, 150 मील की दूरी पर।दो दिनों में प्रत्येक ट्रेन द्वारा कवर की गई दूरी क्या है?	230
जिल को पढ़ाने के लिए प्रति घंटे $ 20 का भुगतान किया जाता है और $ 30 एक चीयरलीडिंग कोच होने के लिए।यदि वह एक वर्ष में 50 सप्ताह, एक शिक्षक के रूप में सप्ताह में 35 घंटे और कोच के रूप में सप्ताह में 15 घंटे काम करती है, तो उसका वार्षिक वेतन क्या है?	57500
क्लेयर नाश्ते के लिए हर सुबह 3 अंडा आमलेट बनाता है।4 सप्ताह में वह कितने दर्जनों अंडे खाएगी?	7
मारिसा 12 मील की दूरी पर पैदल यात्रा कर रही है।उसे पहले 4 मील चलने में 1 घंटे लगे, फिर अगले दो मील चलने के लिए एक और घंटा।यदि वह चाहती है कि उसकी औसत गति 4 मील प्रति घंटे हो, तो किस गति (मील प्रति घंटे में) उसे शेष दूरी पर चलने की आवश्यकता है?	6
मेरे पास 10 लीटर ऑरेंज ड्रिंक है जो दो-तिहाई पानी है और मैं इसे 15 लीटर अनानास पेय में जोड़ना चाहता हूं जो तीन-पांचवां पानी है।लेकिन जैसा कि मैंने इसे डाला, मैं ऑरेंज ड्रिंक का एक लीटर फैल गया।शेष 24 लीटर में कितना पानी है?	15
रेमंड और सामंथा चचेरे भाई हैं।रेमंड का जन्म सामन्था से 6 साल पहले हुआ था।रेमंड का 23 साल की उम्र में एक बेटा था। अगर सामन्था अब 31 साल की है, तो रेमंड के बेटे के जन्म के कितने साल पहले थे?	14
बिली डीवीडी बेचता है।मंगलवार को उनके 8 ग्राहक हैं।उनके पहले 3 ग्राहक एक -एक डीवीडी खरीदते हैं।उनके अगले 2 ग्राहक प्रत्येक 2 डीवीडी खरीदते हैं।उनके अंतिम 3 ग्राहक कोई भी डीवीडी नहीं खरीदते हैं।मंगलवार को बिली ने कितने डीवीडी बेचीं?	7
हर घंटे 2 सेंटीमीटर तक एक मोमबत्ती पिघल जाती है।दोपहर 1:00 बजे से शाम 5:00 बजे तक जलने के बाद एक मोमबत्ती कितनी सेंटीमीटर छोटी होगी?	8
काइल ने पिछले साल की सबसे ज्यादा बिकने वाली किताब को $ 19.50 में खरीदा था।यह मूल मूल्य से 25% की छूट के साथ है।पुस्तक की मूल कीमत क्या थी?	26
मैरी ने एक चिकन भोजन का आदेश दिया, जिसमें $ 12, 5 दूध का खर्च होता है, जिसकी लागत $ 3 प्रत्येक, 4 सेब होती है, जिसकी कीमत $ 1.50 प्रत्येक होती है, और पिज्जा के कुछ बक्से होते हैं।मैरी ने कुल $ 50 का भुगतान किया।यदि प्रत्येक बॉक्स की कीमत $ 8.50 है तो पिज्जा के कितने बक्से मैरी ऑर्डर करते हैं?	2
मिशा ने 3 जोड़े शॉर्ट्स, 3 जोड़े पैंट और 3 जोड़े जूते खरीदे।शॉर्ट्स की एक जोड़ी की लागत $ 16.50 है।पैंट की एक जोड़ी की लागत $ 22.50 और जूते की एक जोड़ी की लागत $ 42 है।मिशा ने सभी कपड़ों की वस्तुओं पर कितने डॉलर खर्च किए?	243
सिंथिया हर रात आइसक्रीम की एक सेवा करता है।वह $ 4.00 प्रति कार्टन की लागत से प्रति कार्टन के 15 सर्विंग्स के साथ आइसक्रीम के डिब्बों को खरीदती है।60 दिनों के बाद, वह आइसक्रीम पर कितना खर्च करेगी?	16
हेनरी ने अपनी 60 मील की बाइक यात्रा के दौरान दो स्टॉप किए।वह पहली बार 20 मील के बाद रुक गया।उनका दूसरा पड़ाव यात्रा के अंत से 15 मील पहले था।उसने अपने पहले और दूसरे स्टॉप के बीच कितने मील की यात्रा की?	25
ग्लोरिया जूता खरीदारी करता है जब वह जूते की एक जोड़ी के सामने आती है जो उसके जूते के बजट में फिट होती है।हालांकि, उसे जूते और दो जोड़े ऊँची एड़ी के जूते के बीच चयन करना होगा जो एक साथ जूते की तुलना में पांच डॉलर कम खर्च करते हैं।यदि एक जोड़ी की ऊँची एड़ी के जूते की कीमत $ 33 है और दूसरी लागत दो बार है, तो कितने डॉलर जूते हैं?	104
डेरेल और एलन की उम्र 7:11 के अनुपात में हैं।यदि उनकी कुल आयु अब 162 है, तो अब से 10 वर्ष की आयु की गणना करें।	109
गुंटर एक जार में जेली बीन्स को गिनने की कोशिश कर रहा है।वह अपने दोस्तों से पूछता है कि वे कितने जार में सोचते हैं।एक कहता है कि 80. दूसरा कहता है कि 20 पहले आधे से अधिक।एक तीसरा कहता है कि पहले वाले की तुलना में 25% अधिक है।उनका औसत अनुमान क्या है?	80
जॉन 10 कुत्तों की देखभाल करता है।प्रत्येक कुत्ते को अपने व्यवसाय की देखभाल करने और देखभाल करने में दिन में 5 घंटे लगते हैं।सप्ताह में कितने घंटे वह कुत्तों की देखभाल करते हैं?	35
ग्रेटचेन के 110 सिक्के हैं।चांदी के सिक्कों की तुलना में 30 अधिक सोने के सिक्के हैं।ग्रेटचेन के पास कितने सोने के सिक्के हैं?	70
Siobhan के पास हारून की तुलना में 2 कम गहने हैं।हारून के पास रेमंड के गहनों के आधे से अधिक 5 गहने हैं।यदि रेमंड के पास 40 गहने हैं, तो सिओबान के पास कितने गहने हैं?	23
माइक 40 मिनट के लिए पिंग पोंग खेलता है।पहले 20 मिनट में, उन्होंने 4 अंक हासिल किए।दूसरे 20 मिनट में, वह 25% अधिक अंक स्कोर करता है।उसने कितने कुल अंक बनाए?	9
टेरी एक दिन में 2 योगर्ट खाता है।वे वर्तमान में $ 5.00 के लिए 4 योगर्ट्स में बिक्री पर हैं।वह 30 दिनों में दही पर कितना खर्च करता है?	75
जॉन ने अपने सभी खिलौनों को बेचने और वीडियो गेम खरीदने के लिए पैसे का उपयोग करने की योजना बनाई है।उसके पास 13 लेगो सेट हैं और वह उन्हें $ 15 प्रत्येक के लिए बेचता है।वह $ 20 प्रत्येक के लिए 8 वीडियो गेम खरीदता है और $ 5 बचा है।उसके पास कितने लेगो सेट हैं?	2
जॉन सप्ताह में 60 मील की दूरी पर चलता है।वह सप्ताह में 3 दिन चलता है।वह पहले दिन 3 घंटे और आधे से ज्यादा अन्य दो दिन चलाता है।वह कितनी तेजी से चलता है?	10
दाना गति की दर से चार गुना तेजी से दौड़ सकता है, क्योंकि वह चल सकती है, लेकिन वह गति की दर पर छोड़ सकती है जो कि वह जितनी तेजी से दौड़ सकती है, उतनी तेजी से है।यदि वह 3 मील प्रति घंटे की रफ्तार से छोड़ सकती है, तो वह छह घंटे में कितने मील की यात्रा कर सकती है यदि वह एक तिहाई समय दौड़ती है और दो-तिहाई समय पर चलती है?	18
ब्रैंडन का iPhone बेन के iPhone के रूप में चार गुना पुराना है।बेन का iPhone सूजी के iPhone से दो गुना पुराना है।अगर सूजी का iPhone 1 साल पुराना है, तो ब्रैंडन का iPhone कितना पुराना है?	8
ग्रेट ड्रैगन, पेरग, माउंट फारबो के ऊपर बैठे, 1000 फीट की दूरी के भीतर किसी भी चीज़ पर आग लगाते हुए।पोली सोने की भाला फेंक सकती है, एकमात्र ज्ञात हथियार जो ड्रैगन को 400 फीट की दूरी के लिए, ड्रैगन की लपटों की पहुंच के भीतर अच्छी तरह से सो सकता है।लेकिन जब पोली ने नीलम रत्न को पकड़ लिया, तो वह भाला को तीन गुना दूर फेंक सकती थी जब रत्न को नहीं पकड़े।यदि रत्न को पकड़े हुए, ड्रैगन की आग की लपटों की पहुंच से बाहर कितनी दूर पोली स्टैंड हो सकती है और अभी भी ड्रैगन को गोल्ड जेवलिन के साथ मार सकता है?	200
दादी जोन्स ने फायरमैन के लंच के लिए 5 सेब पाई पाई।उसने प्रत्येक पाई को 8 टुकड़ों में काट दिया और मेहमानों को खुद की सेवा करने के लिए बुफे टेबल पर पांच पाई को सेट किया।शाम के अंत में, मेहमानों ने पाई के अपने टुकड़े खाने और खाए जाने के बाद, पाई के 14 टुकड़े शेष थे।मेहमानों द्वारा कितने टुकड़े लिए गए थे?	26
इसकी पोषण संबंधी जानकारी के अनुसार, चिप्स के एक बैग में प्रति सेवारत 250 कैलोरी होती है।यदि 300 ग्राम बैग में 5 सर्विंग्स हैं, तो आप कितने ग्राम खा सकते हैं यदि आपका दैनिक कैलोरी लक्ष्य 2000 है और आपने पहले से ही 1800 कैलोरी का सेवन किया है?	48
चार्ली मधुमक्खियों की मोमबत्तियाँ बेचना चाहता है।हर पाउंड के लिए मधुमक्खियों के लिए, वह 10 पतला मोमबत्तियाँ बना सकता है।आपूर्ति में एक पाउंड मधुमक्खियों और विक्स की लागत $ 10.00 है।यदि वह प्रत्येक मोमबत्ती को $ 2.00 प्रत्येक में बेचता है, तो 20 मोमबत्तियाँ बनाने और बेचने पर उसका शुद्ध लाभ क्या है?	20
मेरेडिथ एक फ्रीलांस ब्लॉगर है जो स्वास्थ्य विषयों के बारे में लिखता है और प्रत्येक दिन ग्राहकों को अपनी स्थायी नौकरी के रूप में प्रस्तुत करता है।एक ब्लॉग लेख में शोध और लिखने में औसतन 4 घंटे लगते हैं।पिछले हफ्ते, उसने सोमवार को 5 लेख और सोमवार की तुलना में मंगलवार को 2/5 गुना अधिक लेख लिखे।बुधवार को, उसने मंगलवार को लिखे गए लेखों की संख्या से दोगुना लिखा।कुल घंटों की गणना करें जो उसने तीन दिनों में लेख लिखने में बिताए।	104
कैंडिस ने अपने पर्स में 80 पोस्ट-इट नोट्स डाल दिए, इससे पहले कि वह कॉफी शॉप में अपनी नौकरी से बाहर निकले।अपने रास्ते पर, वह स्टोर पर रुक गई और पोस्ट-इट नोट्स का एक पैकेज खरीदा;काम पर, उसने 220 अलग-अलग कप कॉफी में से प्रत्येक पर एक एकल पोस्ट-इट नोट रखा।यदि उसके पास 23 पोस्ट-इट नोट्स शेष हैं, तो उसके पास कितने पोस्ट-इट नोट थे जो उसने खरीदे थे?	163
जॉन नीले संबंधों के रूप में दो बार लाल संबंधों को खरीदता है।लाल संबंधों की कीमत नीले संबंधों की तुलना में 50% अधिक है।उन्होंने नीले संबंधों पर $ 200 खर्च किए, जिनकी कीमत $ 40 है।उसने संबंधों पर कितना खर्च किया?	800
ट्रेसी ने बगीचे में टमाटर के पौधों का समर्थन करने के लिए 4 फीट लंबे तार का एक टुकड़ा इस्तेमाल किया।तार को 6 इंच लंबे टुकड़ों में काट दिया गया था।उसे कितने टुकड़े मिले?	8
रिचर्ड 15 मंजिलों के साथ एक अपार्टमेंट इमारत में रहता है।प्रत्येक मंजिल में 8 इकाइयाँ होती हैं, और 3/4 इमारत पर कब्जा कर लिया जाता है।इमारत में अनियंत्रित इकाइयों की कुल संख्या क्या है?	30
लॉयड में एक अंडा फार्म है।उनकी मुर्गियां प्रति दिन 252 अंडे का उत्पादन करती हैं और वह उन्हें $ 2 प्रति दर्जन से बेचती हैं।प्रति सप्ताह अंडे पर लॉयड कितना बनाता है?	294
टॉम का जहाज 10 मील प्रति घंटे की रफ्तार से यात्रा कर सकता है।वह 1 से 4 बजे तक नौकायन कर रहा है।फिर वह 6 मील प्रति घंटे की दर से वापस यात्रा करता है।उसे वापस पाने में कितना समय लगता है?	5
उरिया की बुक बैग उसके लिए बहुत भारी हो रही है।उसे इसमें से 15 पाउंड निकालने की जरूरत है।उनकी कॉमिक बुक्स का वजन 1/4 पाउंड है और उनके खिलौने का वजन 1/2 पाउंड है।यदि वह 30 कॉमिक पुस्तकों को हटाता है, तो उसे कितने खिलौने निकालने की आवश्यकता है?	15
एक मैकेनिक ट्रकों और कारों के टायरों की मरम्मत के लिए अलग -अलग दरों को चार्ज करता है।मरम्मत की जाने वाली प्रत्येक ट्रक टायर के लिए, मैकेनिक $ 60 का शुल्क लेगा और मरम्मत की जाने वाली प्रत्येक कार टायर के लिए, मैकेनिक $ 40 का शुल्क लेगा।गुरुवार को, मैकेनिक 6 ट्रक टायर और 4 कार टायर की मरम्मत करता है।शुक्रवार को, मैकेनिक मरम्मत 12 कार की कोशिश करता है और किसी भी ट्रक टायर की मरम्मत नहीं करता है।उच्च राजस्व के साथ मैकेनिक ने दिन में कितना राजस्व अर्जित किया?	40
डाउटफायर बहनें स्थानीय पशु आश्रय से अपनाए गए 7 बिल्ली के बच्चे के साथ घर चला रही हैं, जब उनकी मां ने उन्हें सूचित करने के लिए फोन किया कि उनके दो घर की बिल्लियों में सिर्फ बिल्ली के बच्चे हैं।वह कहती है कि पहली बिल्ली, पैची, को गोद लिए हुए बिल्ली के बच्चे की संख्या तीन बार हुई है, जबकि ट्रिक्स, दूसरी बिल्ली, के पास 12. अब कितने बिल्ली के बच्चे को संदेह है?	40
जीन में 30 लॉलीपॉप हैं।जीन लॉलीपॉप में से 2 को खाता है।शेष लॉलीपॉप्स के साथ, जीन एक बैग में 2 लॉलीपॉप को पैकेज करना चाहता है।जीन कितने बैग भर सकते हैं?	14
पीटर ने इस सप्ताह फिल्मों में जाने की योजना बनाई है।वह हमेशा $ 7 के लिए एक टिकट और $ 7 के लिए पॉपकॉर्न प्राप्त करता है।यदि उसके पास सप्ताह के लिए 42 डॉलर हैं, तो वह कितनी बार फिल्मों में जा सकता है?	3
एक लकड़ी का पुल 5000 पाउंड से अधिक नहीं ले जा सकता है।समान बक्से से भरा एक डिलीवरी ट्रक, प्रत्येक वजन 15 पाउंड, पुल के ऊपर से गुजर जाएगा।ड्राइवर और खाली ट्रक का संयुक्त वजन 3755 पाउंड है।पुल की वजन सीमा से अधिक नहीं होने के दौरान ट्रक पर लोड किए जाने वाले बक्से की अधिकतम संख्या क्या है?	83
स्टीफन ने किराने का सामान के लिए एक ऑनलाइन ऑर्डर दिया।उनका अंतिम बिल $ 40.00 पर आया।क्योंकि यह एक डिलीवरी विक्रेता के माध्यम से था, उन्होंने अपने अंतिम कुल में 25% शुल्क से निपट लिया और उनसे डिलीवरी फीस में $ 3.00 का शुल्क लिया।स्टीफन ने $ 4.00 टिप भी जोड़ी।अतिरिक्त शुल्क के बाद, स्टीफन के किराने का सामान क्या था?	57
एक रास्पबेरी बुश में 20 फल के 6 क्लस्टर होते हैं और प्रत्येक 67 व्यक्तिगत फल झाड़ी में बिखरे होते हैं।कुल कितने रसभरी हैं?	187
एक टोकरी में 25 संतरे होते हैं जिनमें से 1 खराब होता है, 20% अनियंत्रित होते हैं, 2 खट्टे होते हैं और बाकी अच्छे होते हैं।कितने संतरे अच्छे हैं?	17
जेनेट अपनी बेटी के लिए एक ब्रोच खरीदता है।वह इसे बनाने के लिए सामग्री के लिए $ 500 का भुगतान करती है और फिर इसे बनाने के लिए जौहरी के लिए एक और $ 800।उसके बाद, वह इसका बीमा करने के लिए 10% का भुगतान करती है।उसने कितना भुगतान किया?	1430
यदि मार्सी 40 वर्षों के लिए एक ही कंपनी के लिए काम करती है, तो उसे $ 50,000/वर्ष की वार्षिक पेंशन मिलती है।20 वर्षों के बाद शुरू, वह प्रति वर्ष पेंशन के मूल्य का 5% का हकदार हो जाता है।यदि वह 30 साल बाद छोड़ देती है, तो उसकी वार्षिक पेंशन क्या होगी?	25000
अलेना ने एक स्ट्रीमिंग सेवा की सदस्यता ली जो उसे प्रति माह $ 140 का शुल्क लेती है।यदि स्ट्रीमिंग कंपनी ने उसे वर्ष की पहली छमाही के लिए प्रारंभिक राशि का शुल्क लिया और फिर वर्ष की दूसरी छमाही पर अपने 10% कम पैसे का शुल्क लिया, तो वर्ष के अंत तक स्ट्रीमिंग सेवा के लिए भुगतान की गई कुल राशि की गणना करें।	1596
सोफिया अपनी कार में एक सड़क यात्रा लेने की सोच रही है, और यह जानना चाहती है कि वह गैस के एक टैंक पर कितनी दूर तक ड्राइव कर सकती है।उसने अपने टैंक को भरने के बाद से 100 मील की यात्रा की है, और उसे फिर से भरने के लिए उसे 4 गैलन गैस में डालने की जरूरत थी।उसकी कार के लिए मालिक के मैनुअल का कहना है कि उसके टैंक में 12 गैलन गैस है।गैस के एक टैंक पर सोफिया कितने मील की दूरी पर ड्राइव कर सकता है?	300
जिम टीवी देखने के 2 घंटे बिताता है और फिर बिस्तर पर जाने का फैसला करता है और आधे तक पढ़ता है।वह सप्ताह में 3 बार ऐसा करता है।वह 4 सप्ताह में टीवी पर कितने घंटे बिताता है और पढ़ता है?	36
एक बास्केटबॉल टूर्नामेंट में चार स्कूल प्रतिस्पर्धा कर रहे हैं।प्रत्येक स्कूल ने लड़कियों की बास्केटबॉल टीम और एक लड़कों की बास्केटबॉल टीम को भेजा है और प्रत्येक टीम में 5 खिलाड़ी हैं।प्रत्येक स्कूल ने प्रत्येक टीम के लिए एक कोच भी भेजा है।कुल मिलाकर, कितने लोगों ने सभी स्कूलों को भेजा है?	48
एक खजाना शिकारी को रत्नों से भरा एक दफन खजाना छाती मिली।वहाँ 175 हीरे थे, हीरे की तुलना में 35 कम माणिक, और माणिकों की तुलना में दोगुना पन्ना की संख्या थी।सीने में कितने रत्न थे?	595
डॉ। वर्ट्ज़ के स्कूल में लड़कियों के रूप में दो बार लड़के हैं।यदि हर शिक्षक के लिए 60 लड़कियां और 5 छात्र हैं, तो कितने शिक्षक हैं?	36
बेली एक निश्चित राशि के साथ शुरू होता है।फिर उसे 8 सप्ताह के लिए $ 5 का साप्ताहिक भत्ता प्राप्त होता है।8 सप्ताह के अंत में, अगर उसके पास कुल $ 100 है, तो बेली के साथ कितना पैसा शुरू हुआ?	60
जूडी ने शनिवार को सप्ताह के दिनों में, हर दिन, हर दिन और 8 कक्षाएं सिखाईं।यदि प्रत्येक कक्षा में 15 छात्र हैं और वह प्रति छात्र $ 15.00 का शुल्क लेती है, तो वह 1 सप्ताह में कितना पैसा कमाता है?	7425
केलियन के पास व्यंजन तैयार करने के लिए दो व्यंजन हैं, एक में 20 निर्देश हैं और दूसरे में पहले वाले के रूप में दो बार कई निर्देश हैं।केलियन को दो व्यंजन तैयार करने के लिए कितने निर्देश पढ़ने हैं?	60
टॉमी $ 3 के लिए $ 3 स्लाइस और चीज़केक के लिए ब्राउनी बेचकर अपने चैरिटी के लिए धन उगाह रहा है।अगर टॉमी 43 ब्राउनी और 23 स्लाइस चीज़केक बेचता है, तो टॉमी कितना पैसा जुटाता है?	221
Shiela ने 3 महीने की किस्त के लिए $ 150 प्रत्येक के लिए पांच सेल फोन खरीदे।प्रत्येक इकाई के लिए 2% ब्याज लिया जाएगा।शिला 3 महीने के लिए हर महीने कितना भुगतान करेगा?	255
आर्टी ने किसानों के बाजार में एक फूल का स्टैंड है।वह तीन प्रकार के फूल बेचता है: Marigolds, Petunias और Begonias।वह आमतौर पर $ 2.74 प्रति बर्तन के लिए मैरीगोल्ड्स बेचता है, $ 1.87 प्रति बर्तन के लिए पेटुनीस और $ 2.12 प्रति पॉट के लिए बेगोनियास।आर्टी के पास आज कोई बदलाव नहीं है, इसलिए उन्होंने अपनी सारी कीमतों को निकटतम डॉलर तक गोल करने का फैसला किया है।यदि आरती ने 12 बर्तन मैरीगोल्ड्स, 9 पॉट्स के पेटुनीस और बेगोनिया के 17 बर्तन बेचते हैं, तो वह कितना कमाएगा?	88
ल्यूक समुद्र तट निर्माण सैंडकास्ट में समय बिता रहा है।वह अंततः नोटिस करता है कि सैंडकास्टल के प्रत्येक स्तर में उसके नीचे के स्तर के रूप में आधे वर्ग फुटेज होंगे।यदि वह एक 4 स्तरीय सैंडकास्टल बनाता है जहां शीर्ष स्तर में 16 का एक वर्ग फुटेज है, तो एक स्तर का औसत वर्ग फुटेज क्या है?	60
सेसिलिया ने सिर्फ एक नया पिल्ला खरीदा।उसके पशुचिकित्सा के अनुसार, उसे पहले 180 दिनों के लिए हर दिन पिल्ला 1 कप कुत्ते का भोजन खिलाना होता है।फिर उसे अपने जीवन के बाकी हिस्सों के लिए हर दिन पिल्ला 2 कप कुत्ते का खाना खिलाना पड़ता है।यदि कुत्ते के भोजन के एक बैग में 110 कप होते हैं, तो पहले वर्ष में सेसिलिया के कितने बैग सेसिलिया का उपयोग करेंगे?	5
यदि रेमंड सारा के रूप में अधिक कपड़े धोने के रूप में आधा करता है, और सारा डेविड के रूप में 4 बार कपड़े धोने के रूप में करता है, तो कपड़े धोने की मात्रा में अंतर की गणना करें रेमंड और डेविड करते हैं अगर सारा 400 पाउंड कपड़े धोने का काम करती है।	100
विंसेंट $ 2.50 के लिए 3 के पैकेज में या $ 1 के लिए 2 के पैकेज में फूल खरीद सकता है।बेहतर कीमत पर 18 फूल खरीदकर वह कितना पैसा बचाता है?	6
जॉन एक कुत्ते को गोद लेता है।वह कुत्ते को दूल्हे के पास ले जाता है, जिसकी कीमत $ 100 है।द ग्रूमर उसे एक नया ग्राहक होने के लिए 30% की छूट प्रदान करता है।संवारने की लागत कितनी है?	70
दो लड़कियों को 24 लीटर पानी में से 1/6 पानी मिला।फिर एक लड़के को 6 लीटर पानी मिला।कितने लीटर पानी बचा था?	10
चार्ली के पास 10 स्टिकर थे।उन्होंने मॉल में एक स्टोर से 21 स्टिकर खरीदे और अपने जन्मदिन के लिए 23 स्टिकर प्राप्त किए।तब चार्ली ने अपनी बहन को 9 स्टिकर दिए और 28 को ग्रीटिंग कार्ड को सजाने के लिए इस्तेमाल किया।चार्ली ने कितने स्टिकर छोड़ दिए हैं?	17
ग्रेस का वजन 125 पाउंड है।एलेक्स का वजन 4 गुना से कम 2 पाउंड होता है जो अनुग्रह का वजन होता है।पाउंड में उनके संयुक्त वजन क्या हैं?	623
डैन के पौधे 3 गुलाब की झाड़ियों।प्रत्येक गुलाब बुश में 25 गुलाब होते हैं।प्रत्येक गुलाब में 8 कांटे होते हैं।कुल कितने कांटे हैं?	600
एक फुटबॉल टीम ने 22 गेम खेले।उन्होंने 8 से अधिक जीत हासिल की।वे कितने जीत गए?	15
